binomial,count
Pinna bicolor,2
Carcharhinus albimarginatus,2
Bombyx mori,2
Haliaeetus albicilla,2
Acanthurus thompsoni,2
Chrysaora hysoscella,2
Chaetodon madagascariensis,2
Lutjanus gibbus,2
Hippoglossus stenolepis,2
Eleginus spinosus,2
Hemitaurichthys zoster,2
Paracanthurus hepatus,2
Cynoscion nebulosus,2
Oncorhynchus kisutch,2
Chlorurus sordidus,2
Micropterus salmoides,2
Chionoecetes opilio,2
Epinephelus tauvina,2
Halichoerus grypus,2
Rhynchosia venulosa,2
Chanos chanos,2
Perca flavescens,2
Brachidontes rostratus,2
Saccharina latissima,2
Pygoscelis adeliae,2
Choerodon venustus,2
Brevoortia patronus,2
Trachurus novaezelandiae,2
Semaprochiloduns taeniurus,2
Argopecten purpuratus,2
Vulpes lagopus,2
Siganus canaliculatus,2
Synodus lucioceps,2
Bruguiera gymnorhiza,2
Gerres oyena,2
Atypichthys strigatus,2
Saccostrea echinata,2
Arachnocampa flava,2
Anopheles coluzzii,2
Lutjanus analis,2
Tursiops aduncus,2
Pseudocaranx dentex,2
Oncorhynchus mykiss,2
Chrysopa carnea,2
Myleus schomburgki,2
Carassius auratus,2
Cancer bairdi,2
Epinephelus fuscoguttatus,2
Notolabrus gymnogenis,2
Lutjanus jocu,2
Hapalogaster dentata,2
Acanthurus lineatus,2
Pimelodina flavipinnis,2
Cirrhinus microlepis,2
Acanthurus triostegus,2
Sula leucogaster,2
Isurus oxyrinchus,2
Selar crumenophthalmus,2
Micropterus dolomieu,2
Clupea pallasi,2
Strongylocentrotus latissima,2
Eleginus derjugini,2
Limnoperna pulex,2
Metynnis argenteus,2
Calanus finmarchicus,2
Hippoglossoides platessoides,2
Brachyplatystoma rousseauxii,2
Nyctiphanes simplex,2
Scomberesox saurus,2
Perna viridis,2
Holacanthus limbaughi,2
Hyphanate petersiana,2
Neovison vison,2
Octopus vulgaris,2
P. magellanicus,2
Phoxinus phoxinus,2
Lutjanus fulvus,2
Scarus ghobban,2
Sebastes norvegicus,2
Orcinus orca,2
Food security,2
Calonectris diomedea,2
Menidia menidia,2
Caranx crysos,2
Osteochilus melanopleurus,2
Gadus chalcogrammus,2
Plectropomus laevis,2
O. gorbuscha,2
Fundulus notatus,2
Anarhichas lupus,2
Trichomya hirsuta,2
Carcharias taurus,2
Nemadactylus douglasii,2
Ophthalmolepis lineolatus,2
Pandalus borealis,2
Povilla adusta,2
Somateria mollissima,2
Noctiluca scintillans,2
Microcystis aeruginosa,2
Oreochromis niloticus,2
Mylossoma duriventre,2
Poecilia reticulata,2
Glyptothorax fukiensis,2
Eleginus nawaga,2
Carcharhinus falciformis,2
Lutjanus fulviflamma,2
Hypophthalmichthys nobilis,2
Doryteuthis opalescens,2
Heptagenia sulphurea,2
Choerodon schoenleinii,2
Micromesistius poutassou,2
O. kisutch,2
Brachyplatystoma filamentosum,2
Isostichopus fuscus,2
Negaprion acutidens,2
Brevoortia tyrannus,2
Centroberyx affinis,2
Acipenser sinensis,2
Mobula thurstoni,2
Micropogonias spp,2
Trichodesmium erythraeum,2
Theragra chalcogramma,2
Anguilla rostrata,2
Eumetopias jubatus,2
Sousa chinensis,2
Rhithrogena germanica,2
Cyclocheilichthys microlepis,2
Tenualosa thibaudeaui,2
Distant future,2
Thunnus alalunga,2
Saccostrea cucullata,2
Pangasianodon gigas,2
Mylopharyngodon piceus,2
Mycteroperca bonaci,2
Rhithrogena loyolaea,2
Merlangius merlangus,2
Argopecten irradians,2
Epinephelus multinotatus,2
Farfantepenaeus duorarum,2
Salvelinus confluentus,2
Lobocheilos lineatus,2
Isognomon ephippium,2
Pleurobrachia pileus,2
Scarus canaliculatus,1
Echinorhinus cookei,1
Paralaubuca gigas,1
Solea solea,1
Leptobotia elongate,1
Marthasterias glacialis,1
Pygoscelis papua,1
Pathera onca,1
Anchoa mitchilli,1
Nereocystis luetkeana,1
Food utilization,1
Cloeodes penai,1
Naso hexacanthus,1
Holtenia pourtalesii,1
Notaden bennettii,1
Acanthurus tristis,1
S. goodei,1
Lethrinus erythracanthus,1
Sclerocarya birrea,1
Callistoctopus ornatus,1
Heptagenia limbata,1
Oscillatoria amphibian,1
Limanda ferruginea,1
Arctocephalus gazella,1
Ginglymostoma cirratum,1
Phaseolus lunatus,1
Coregonus clupeaformis,1
Amaranthus caudatus,1
Hexagenia limbata,1
Mycteroperca olfax,1
Strombus paucispinis,1
Pholis gunnellus,1
Diomedea exulans,1
Dioscorea dumetorum,1
Procambarus clarkii,1
Elaeis guineensis,1
Ostrea edulis,1
Lacerta schreiberi,1
Gaidropsarus argentatus,1
Caenis kungu,1
Bodianus unimaculatus,1
Sphaerospemopsis aphanizomenides,1
Tipping points,1
Cercopithecus erythrotis,1
Tragelaphus angasii,1
Gymnocanthus tricuspis,1
Adaptive capacity,1
Fundulus heteroclitus,1
Galeocerdo cuvier,1
Parachela siamensis,1
Corvus corax,1
Naso elegans,1
B. microlepis,1
Engraulis pacifica,1
Baetis bicaudatus,1
Pusa hispida,1
Scomber scombrus,1
Nodastrella asconemaoida,1
Ameletus inopinatus,1
S. dalli,1
Coreius heterodon,1
Eubalaena glacialis,1
Scoring process,1
Mobula birostris,1
Phaethon rubricauda,1
Acanthaster planci,1
Neomonachus schauinslandi,1
Fundulus euryzonus,1
Larus argentatus,1
Elephas maximus,1
Astronotus ocellatus,1
Xenocypris microlepis,1
Ursus americanus,1
Pachypops sp,1
Dermochelys coriacea,1
Cajanus cajan,1
Plagioscion sp,1
Chlorurus guttatissimus,1
Naso brevirostris,1
Chrysopsorum ovalisporum,1
Alytes cisternasii,1
Pygoscelis antarcticus,1
Sparus aurata,1
Fulmarus glacialis,1
S. ensifer,1
Sula dactylatra,1
Octopus cyanea,1
Squalus suckleyi,1
Drunella doddsii,1
Loxodonta africana,1
Bulweria bulwerii,1
Engraulicypris sardella,1
Pycnopodia helianthoides,1
Heliocidaris crassipina,1
Chimaera monstrosa,1
Vibrio alginolyticus,1
Thaleichthys pacificus,1
Social cohesion,1
Plukenetia volubilis,1
Triticum aestivum,1
Scombrid group,1
Leptobotia rubrilabris,1
Lissotriton boscai,1
Xiphias gladius,1
Lablab purpureus,1
Plectropomus spp,1
Arapaima gigas,1
Abudefduf sordidus,1
Sepia officinalis,1
Pacifastacus leniusculus,1
Mugil cephalus,1
Dasyatis spp,1
Lutjanus ehrenbergii,1
Pimephales promelas,1
Isurus paucus,1
Poliopogon amadou,1
Chlorurus striatus,1
Fukuyoa spp,1
Pomacaea canaliculata,1
Paraleptophlebia mollis,1
Millepora exaesa,1
O. clarkii,1
Epinephelus malabaricus,1
Jasus edwardsii,1
O. clarkia,1
Balaenoptera borealis,1
Aedes aegypti,1
Molva molva,1
Canavalia ensiformis,1
Cylindrospermopsis raciborskii,1
Mysidium sp,1
Ephemerella maculata,1
Parastichopus parvimensis,1
Tanypus debilis,1
Macrourus berglax,1
Arctocephalus townsendi,1
Phoebastria immutabilis,1
Strongylocentrotus purpuratus,1
S. macdonaldi,1
Epinephelus lanceolatus,1
Henicorhynchus siamensis,1
Food availability,1
Oryzias latipes,1
Ovis canadensis,1
Rivulus hartii,1
Xenostrobus inconstans,1
Pterodroma sandwichensis,1
Pristis pristis,1
Brevoortia smithi,1
Phalacrocorax carbo,1
Sphyraena barracuda,1
Cancer maenas,1
Leptobotia microphthalma,1
Nictiphanex simplex,1
Eriocheir sinensis,1
Halophila stipulacea,1
Anous stolidus,1
Dactylopterus volitans,1
Strombus levis,1
Schizodon fasciatum,1
Physeter macrocephalus,1
Schizothirax waltoni,1
Euphausia diomedeae,1
Faidherbia albida,1
Chaetodon meyeri,1
Taeniura lessoni,1
Pollachius pollachius,1
Sepioteuthis lessoniana,1
Lethrinus nebulosus,1
Paragorgia arborea,1
Culter alburnus,1
Zebrasoma scopas,1
Harvested area,1
Ocyurus chrysurus,1
S. rosenblatti,1
Cephalopholis argus,1
Anarhichas minor,1
Guloptiloides gargantua,1
Merluccius productus,1
Glyptemys muhlenbergii,1
Phaeocystis antarctica,1
Micropterus cataractae,1
Urogymnus granulatus,1
Diceros bicornis,1
Nemodactylus douglassii,1
Arctogadus glacialis,1
Parambassis wolffii,1
Machadorythus maculatus,1
M. meridianis,1
Hirudo medicinalis,1
Porichthys notatus,1
Lepeophtheirus salmonis,1
Vibrio tapetis,1
Gobiocypris rarus,1
Pseudocarcharias kamoharai,1
Euphausia pacifica,1
Teloganopsis jinghongensis,1
Cheirogenesia edmundsi,1
Panulirus penicilatus,1
Cynoscion arenarius,1
Artemia salina,1
Oreochromis mossambicus,1
Morone saxatilis,1
Glycine max,1
S. miniatus,1
Hemibarbus labeo,1
Homarus gammarus,1
Oligoneuria mitra,1
Porites compressa,1
Pinctada fucata,1
Merlucius spp,1
S. levis,1
Panulirus gracillis,1
S. rubrivinctus,1
Mobula munkiana,1
Vibrio parahaemolyticus,1
Chlorurus argus,1
Exposure attributes,1
Homarus americanus,1
Chaceon chilensis,1
Cookeolus japonicus,1
Pomacea maculata,1
Scorpaenichthys marmoratus,1
Neomyxus leuciscus,1
Pristis pectinata,1
Lophius americanus,1
Hippocampus guttulatus,1
Chaetodon melannotus,1
Acanthurus blochii,1
Holtenia saccus,1
Mytilus chilensis,1
Jasus frontalis,1
Ephemera vulgata,1
Chlorurus enneacanthus,1
Asconema foliata,1
Calidris pygmaea,1
Thunnus thynnus,1
Mirounga angustirostris,1
Chaetodon lineatus,1
Schizothorax macropogon,1
Nemadactylus gayi,1
Artediellus atlanticus,1
Chlorurus capistratoides,1
Carcharhinus longimanus,1
Acipenser fulvescens,1
Chlororus strongylocephalos,1
S. chlorostictus,1
Nebrius ferrugineus,1
Ophiodon elongatus,1
Paracentrotus lividus,1
Naso unicornis,1
Tefillarca granosa,1
Hoplostethus atlanticus,1
Food insecurity,1
Sphryna zygaena,1
S. ruberrimus,1
Pseudeuphausia latifrons,1
Dipturus batis,1
Pagophilus groenlandicus,1
Myctereoperca olfax,1
Food systems,1
Mobuja japanica,1
Sterna fuscata,1
Megastraea undosa,1
Henicorhynchus cryptopogon,1
Hipposcarus harid,1
Salpa thompsoni,1
Chlorurus xanthocephalos,1
Carcharhinus obscurus,1
Diospyros mespiliformis,1
Trachemys scripta,1
Amblyraja radiata,1
Schaudinnia rosea,1
Berix splendens,1
Acanthurus dussumierii,1
Loligo reynaudii,1
Anarhichas denticulatus,1
Hemibarbus barbus,1
Scarus frenatus,1
Penaeus monodon,1
Stegastoma fasciatum,1
Dioscorea praehensilis,1
Spheniscus demersus,1
Rhyacophila munda,1
Sciaena umbra,1
A. sturio,1
Lobophora variegata,1
Wallago leeri,1
Negative externality,1
Paralaubuca barroni,1
Neocloeon triangulifer,1
Gnathopogon elongates,1
Anguilla australis,1
Seriola dumerili,1
Dioscorea bulbifera,1
Entosphenus tridentatus,1
Probarbus jullieni,1
Acropora tenuis,1
S. pilchardus,1
Mytilus edulis,1
Larus hyperboreus,1
Ctenochaetus strigosus,1
Epinephelus itajara,1
Pseudorasbora parva,1
Scomberomorus commerson,1
M. cephalus,1
Charonia lampas,1
Salvelinus salar,1
Pterois miles,1
Campsurus violaceus,1
Epinephelus costae,1
Ctenochaetus truncatus,1
Thunnus orientalis,1
Hyas araneus,1
Maccaffertium vicarium,1
Trachinotus ovatus,1
Urophycis tenuis,1
Merluccius bilinearis,1
Puffinus pacificus,1
Ctenopharyngodon idellus,1
Eragrostis tef,1
Moringa oleifera,1
Choristoneura fumiferana,1
Edmulmeatus grandis,1
Zebrasoma desjardinii,1
Larus marinus,1
Tsuga heterophylla,1
Schizopygopsis younghusbandi,1
Carcharhinus sorrah,1
Chenopodium quinoa,1
Electrogena lateralis,1
Prorocentrum minutum,1
Chlorurus madagascariensis,1
Chaetodon lunula,1
Botia superciliaris,1
Aedes albopictus,1
C. smaeleni,1
Porites astreoides,1
Paralaubuca typus,1
S. mystinus,1
Sebastes atrovirens,1
Carcinus maenas,1
Polyplocia campylociella,1
Penaeus setiferus,1
Gygis alba,1
Phocoena phocoena,1
Pygoscelis antarctica,1
Hippoglossus hippoglossus,1
Pygoplites diacanthus,1
Lycaon pictus,1
Lutjanus kasmira,1
Negaprion brevirostris,1
Leporinus trifasciatus,1
Aetobatus ocellatus,1
Cercopagis pengoi,1
Anoplopoma fimbria,1
Seriola fasciata,1
Haliotis rufescens,1
S. serranoides,1
Sphyrna lewini,1
Rubus chamaemorus,1
Delphinapterus leucas,1
Chlorurus ocellatus,1
Tapirus bairdii,1
Penaeus brasiliensis,1
Phaethon lepturus,1
Probarbus labeamajor,1
Cancer opilio,1
Lobocheilos siamensis,1
Diatom research,1
Sebastes alutus,1
Chrysaora lamarckii,1
Syncerus caffer,1
Siganus argenteus,1
Arachnocampa richardsae,1
Cordulegaster boltonii,1
Polacchius virens,1
Leukartiara octona,1
Meretrix casta,1
Clupea pallasii,1
Sphaerospermopsis renifomis,1
Carcharhinus porosus,1
Diceros dumetorum,1
Chlorurus lineolatus,1
Epinephelus cifuentesi,1
Cancer spp,1
Lagopus lagopus,1
Strombus gigas,1
Xiphopenaeus kroyeri,1
Catlocarpio siamensis,1
Portunnes pelagicus,1
Sardinella maderensis,1
Hydrologic regime,1
Tilapia zillii,1
Sphagnum moss,1
Dioscorea trifida,1
Absent actors,1
Arthroplea congener,1
Urophycis chuss,1
Mobular mobular,1
C. lineolatus,1
Fundulus olivaceus,1
Primnoa resedaeformis,1
Scomberomorus brasiliensis,1
Rastrineobola argentea,1
Kyphosus hawaiiensis,1
Tricorythodes tragoedia,1
Rhincodon typus,1
Scophthalmus maximus,1
Lethrinus rubrioperculatus,1
Tunas group,1
Brevoortia gunteri,1
Anguilla anguilla,1
Caenis luctuosa,1
Eschrichtius robustus,1
Mytilus californianus,1
Epinephelus daemelii,1
S. flavidus,1
Piliostigma thonningii,1
Hypanus sabinus,1
Stolephorus spp,1
Oryza sativa,1
Discoglossus galganoi,1
Ceterus paribus,1
Alosa pseudoharengus,1
Lophius gastrophysus,1
Alexandrium pacificum,1
Eumicrotremus spinosus,1
Acanthocybium solandri,1
Nixe joernensis,1
Scorpis lineolate,1
Scyliorhinus canicula,1
Pangasius sanitwongsei,1
Dentex dentex,1
Lingbya circumcreta,1
Gambierdiscus spp,1
Brachidontes erosus,1
Enhydra lutris,1
Lethrinus microdon,1
Panulirus cygnus,1
Cliona orientalis,1
Balaenoptera musculus,1
Cherax quadricarinatus,1
S. paucispinis,1
Channa argus,1
