binomial,count
Leontopodium alpinum,1
Buteo hemilasius,1
Picea mariana,1
Sphyrapicus thyroideus,1
Betula pubescens,1
Arachis hypogaea,1
Rhododendron dauricum,1
Pinus lambertiana,1
Falco peregrinus,1
C. alba,1
Leuconotopicus villosus,1
Leuconotopicus borealis,1
Calidris alpina,1
Centaurea nigra,1
Abies lasiocarpa,1
Oropsylla mongolica,1
Triticum aestivum,1
Fagus sylvatica,1
Vaccinium myrtillus,1
E. huxleyi,1
Tillia americana,1
Schoenoplectus americanus,1
Myospalax baileyi,1
S. baicalens,1
Acer saccharum,1
Neotoma mexicana,1
Picea edulis,1
Picoides dorsalis,1
Leymus chinensis,1
Abies magnifica,1
Festuca idahoensis,1
Scirpus olneyi,1
Hylatomus pileatus,1
Juncus roemerianus,1
Ae. agypti,1
Juniperus monosperma,1
Ovibos moschatus,1
C. gunnisoni,1
Leucaena leucocephala,1
E. maidenii,1
Panicum hemitomon,1
Pisum sativum,1
Cynomys leucurus,1
Tiphia popilliavora,1
Dendroctonus rufipennis,1
Picoides albolarvatus,1
Thaumetopoea vaporariorum,1
Alle alle,1
Oropsylla hirsuta,1
Isabelidinium cretaceum,1
Arwidssonia empetri,1
Psittiparus bakeri,1
Hordeum vulgare,1
Empetrum hermaphroditum,1
Anopheles sundaicus,1
Lepus oiostolus,1
Abies concolor,1
Carya cordiformis,1
Elymus nutans,1
Team climate,1
Employment barriers,1
Dryobates scalaris,1
Brassica napus,1
Agrilus planipennis,1
Deschampsia caespitosa,1
Arenaria interpres,1
An. stephensi,1
C. pusilla,1
An. darlingi,1
E. globulus,1
Junco hyemalis,1
Corallina caespitosa,1
Pinus jeffreyi,1
Vulpes ferrilata,1
Final model,1
Pseudomonas stutzeri,1
Cynomys parvidens,1
Final models,1
Falco columbarius,1
Giraffa camelopardalis,1
Picoides arcticus,1
Sardinella maderensis,1
Language problems,1
Melanerpes carolinus,1
Imbrasia belina,1
Caryocar brasiliense,1
Arbacia punctulata,1
Ledum palustre,1
Harvested area,1
Heterophasia pulchella,1
Temnothorax longispinosus,1
Phaseolus vulgaris,1
Brachypodium distachyon,1
Phyllophora pseudoceranoides,1
Cynomys ludovicianus,1
Melenerpes aurifrons,1
Culex sitiens,1
Turnover intentions,1
Ascaris lumbricoides,1
Potentilla anserina,1
Ovibus moschatus,1
Acer rubrum,1
Heterophasia capistrata,1
Populus davidiana,1
Very worried,1
Sagittaria falcata,1
Medicago sativa,1
Posidonia oceanica,1
Delichon dasypus,1
Glycine max,1
Betula alleghaniensis,1
Mustela nigripes,1
Melanoplus sanguinipes,1
Colaptes auratus,1
Agropyron spicatum,1
