binomial,count
Rana temporaria,4
Streptopelia decaocto,4
Quercus pyrenaica,4
Buteo jamaicensis,4
Arabidopsis lyrata,4
Poecile carolinensis,4
Poecile atricapillus,4
Cestrum thyrsoideum,4
Culex quinquefasciatus,4
Melitaea cinxia,4
Salmo salar,4
Sylvia curruca,4
Podarcis bocagei,4
Ixodes persulcatus,4
Sylvia undata,4
Marmota flaviventris,4
Merops apiaster,4
Poecile palustris,4
Lanius collurio,4
Dendrocopos major,4
Martes martes,4
Pelophylax nigromaculatus,4
Brassica rapa,4
Aptenodytes forsteri,4
Carduelis spinus,4
Glaucidium passerinum,4
Aegithalos concinnus,4
Bithynia tentaculata,4
Eudyptula minor,4
Cettia cetti,4
Podarcis hispanica,4
Corvus monedula,4
Chloris chloris,4
Phalacrocorax aristotelis,4
Tenebrio molitor,4
Sitta europaea,4
Bubo virginianus,4
Troglodytes troglodytes,4
Alectoris rufa,4
Remiz pendulinus,4
Ixodes lividus,4
Rattus rattus,4
Accipiter gentilis,4
Garrulus glandarius,4
Acer pseudoplatanus,4
Serinus citrinella,4
Haemorhous mexicanus,4
Somateria mollissima,4
Tamiasciurus hudsonicus,4
Lullula arborea,4
Tetrao urogallus,4
Ursus maritimus,4
Columba livia,4
Valvata piscinalis,3
Agalychnis callidryas,3
Perisoreus infaustus,3
Emberiza calandra,3
Lacerta schreiberi,3
Kozlowia roborowskii,3
Acropora digitifera,3
Ovis canadensis,3
Azolla filiculoides,3
Lamprotornis superbus,3
Saxicola maurus,3
Buteo buteo,3
Acacia karroo,3
Setophaga varia,3
Cygnus olor,3
Arctia plantaginis,3
Philetairus socius,3
Alopex lagopus,3
Cybister japonicus,3
Anolis carolinensis,3
Tetrao tetrix,3
Protonotaria citrea,3
Myotis lucifugus,3
Arborophila rufipectus,3
Rattus norvegicus,3
Oriolus oriolus,3
Meleagris carolinus,3
Regulus regulus,3
Aglaope infausta,3
Babesia afzelii,3
Passerculus sandwichensis,3
Emberiza hortulana,3
Alcippe morrisonia,3
Emberiza cia,3
Picus viridis,3
Certhia familiaris,3
Perccottus glenni,3
Aquila pomarina,3
Junco hyemalis,3
Lepus europaeus,3
Myodes glareolus,3
Molothrus ater,3
Meleagris gallopavo,3
Ciconia nigra,3
Prunella collaris,3
Neuroterus quercusbaccarum,3
Myiopsitta monachus,3
Gallus domesticus,3
Galerida cristata,3
Phylloscopus trochiloides,3
Hyalomma marginatum,3
Plethodon cinereus,3
Epidalea calamita,3
Pygoscelis papua,3
Spheniscus humboldti,3
Gallotia galloti,3
Aptenodytes patagonicus,3
Spheniscus magellanicus,3
An. claviger,3
C. man,3
Crucihimalaya hirsuta,3
Catharus ustulatus,3
Colinus virginianus,3
Ensatina eschscholtzii,3
Lepus timidus,3
Brachylagus idahoensis,3
Sylvia melanocephala,3
Pluvialis apricaria,3
Carduelis cannabina,3
Spheniscus demersus,3
Caenorhabditis elegans,3
Branta canadensis,3
Parus trichocarpa,3
Neuroterus numismalis,3
Oenanthe hispanica,3
Strix aluco,3
Coccothraustes coccothraustes,3
Strix uralensis,3
Zygaena filipendulae,3
Danaus plexippus,3
Oc. sticticus,3
C. cro,3
Zootoca vivipara,3
Arabidopsis halleri,3
Larus argentatus,3
Emberiza leucocephalos,3
Pygoscelis antarcticus,3
Argas vespertilionis,3
Babesia canis,3
Petrochelidon pyrrhonota,3
Zonotrichia albicollis,3
Geothlypis trichas,3
Cymatosira torosa,3
Ae. vexans,3
Pseudopodoces humilis,3
Garrulax davidi,3
Lacerta vivipara,3
Spheniscus mendiculus,3
Falco peregrinus,3
Dendroica petechia,3
Strix varia,3
Serinus serinus,3
Quercus cerris,3
Syncerus caffer,3
Nematostella vectensis,3
Drosophila melanogaster,3
Statistical analyses,3
Geospiza fortis,3
Paradoxornis zappeyi,2
Zalophus wollebaeki,2
Babesia divergens,2
Lyrurus tetrix,2
Dryocopus martius,2
Picea glauca,2
Corvus corax,2
Eurycorymbus cavaleriei,2
Grus japonensis,2
Taxus torquatus,2
Hydrobia acuta,2
Peucaea aestivalis,2
Emberiza caesia,2
Culex torrentium,2
Mungos mungo,2
Yuhina diademata,2
Aedes vexans,2
Ixodes trianguliceps,2
Haemoproteus passeris,2
Strix nebulosa,2
Melozone fusca,2
Saxicola rubicola,2
Borrelia lusitaniae,2
Carabus coriaceus,2
Zonotrichia leucophrys,2
Malurus cyaneus,2
Grus grus,2
Babesia garinii,2
B. afzelii,2
Argas reflexus,2
Alces alces,2
P. relictum,2
Carpinus betulus,2
Fragilaria pinnata,2
Larus michahellis,2
Ixodes acuminatus,2
Icterus spp,2
Rana esculenta,2
Crossoptilon harmani,2
Cactospiza pallida,2
Cuculus saturatus,2
Biston betularia,2
Limosa lapponica,2
Lamprotonis superbus,2
Cettia fortipes,2
Odocoileus hemionus,2
Operopthera brumata,2
Prunus ramburii,2
Gryllus integer,2
Quercus ilex,2
Ochlerotatus skrjabini,2
Macaca munzala,2
Ixodes arboricola,2
Athene noctua,2
Saxicola torquatus,2
Azolla granulata,2
Carabus nemoralis,2
Garrulax sukatschewi,2
Parus humilis,2
Buteo afzelii,2
Cymatosira neglecta,2
Lacerta trivirgata,2
Phragmites australis,2
Colluricincla megarhyncha,2
Suillus luteus,2
Bithynia naticina,2
Macaca sylvanus,2
Opheroptera eperlanus,2
Tringa glareola,2
Sylvia borin,2
Coracias garrulus,2
Certhia brachydactyla,2
Parus cristatu,2
Garrulax bieti,2
Zenaida macroura,2
Forficula auricularia,2
Chroicocephalus scopulinus,2
Sambucus niger,2
Impatiens biflora,2
Phoca vitulina,2
Coccinella septempunctata,2
Zamenis longissimus,2
Tetrahymena thermophila,2
Buteo ridgwayi,2
Alosa alosa,2
Phylloscopus trochiloide,2
Populus tremula,2
Plestiodon skiltonianus,2
Chroicocephalus ridibundus,2
Zygaena trifolii,2
Corvus frugilegus,2
Spizixos semitorques,2
Lemmus lemmus,2
Bonasa bonasia,2
Lanius minor,2
Pyrrhocorax graculus,2
Rosa canina,2
Paradoxornis przewalskii,2
Streptopelia chinensis,2
Chlamydomonas reinhardtii,2
Milvus migrans,2
Crepis sancta,2
Treron sphenura,2
Fragilaria lapponica,2
Harmonia numata,2
Rhododendron arboreum,2
Baeolophus bicolor,2
Parus austriacus,2
Haemoproteus prognei,2
C. aur,2
Muscicapa striata,2
Geospiza conirostris,2
Babesia venatorum,2
D. melanogaster,2
Columba oenas,2
Microtus agrestis,2
Emberiza jankowskii,2
Dirofilaria immitis,2
Corvus brachyrhynchos,2
Sterna hirundo,2
Heliconius numata,2
Canis latrans,2
Numida meleagris,2
Crocuta crocuta,2
Acrocephalus schoenobaenus,2
Argas phagocytophilum,2
Harmonia melpomene,2
Cebus capucinus,2
Hieraaetus fasciatus,2
Emberiza cioides,2
Alectoris graeca,2
Pinus roxburghii,2
An. maculipennis,2
Andricus quercuscalicis,2
Poecilia reticulata,2
Rhipicephalus sanguineus,2
Fringilla coelebes,2
Upupa epops,2
Leptonychotes weddellii,2
Aedes albopictus,2
Gypaetus barbatus,2
Eudyptula chrysocome,2
Leiothrix lutea,2
Spilornis cheela,2
Oophaga pumilio,2
Unpublished data,2
Charadrius hiaticula,2
Crangon crangon,2
Lepus americanus,2
Corvus cornix,2
Gulo gulo,2
Fringilla montifringilla,2
Ixodes scapularis,2
Pseudogymnoascus destructans,2
Turdoides nipalensis,2
Calidris melanotos,2
Acrocephalus sechellensis,2
Dirofilaria repens,2
Balaena mysticetus,2
Sphenodon punctatus,2
Babesia burgdorferi,2
Ceratophyllus gallinae,2
Serinus canaria,2
Sceloporus undulatus,2
Urocynchramus pylzowi,2
Porzana parva,2
Fundulus heteroclitus,2
Nitzschia punctata,2
Escherichia coli,2
Ixodes vespertilionis,2
Boletus erythropus,2
Calidris ferruginea,2
Perisoreus canadensis,2
Myiarchus crinitus,2
Cymatosira fluminalis,2
Sialia sialis,2
Loxia curvirostra,2
Andricus corruptrix,2
Neuroterus albipes,2
Setophaga petechia,2
Apodemus sylvaticus,2
Macoma balthica,2
Ficedula albicilla,2
Crataegus momgyna,2
Betula pendula,2
Melanerpes carolinus,2
Gallotia gallotia,2
Suricata suricatta,2
Liocichla omeiensis,2
Mycoplasma gallisepticum,2
Pernis apivorus,2
Acyrthosiphon pisum,2
Sturnus unicolor,2
Harpalus rufitarsis,2
Neovison vison,2
Milvus milvus,2
Andricus grossulariae,2
Nitzschia navicularis,2
Berberis hispanica,2
Archilochus colubris,2
Corvus corone,2
Babesia valaisiana,2
Lioparus chrysotis,2
Harmonia cydno,2
Haematopus ostralegus,2
Larus ridibundus,2
Garrulax albogularis,2
Lichanura trivirgata,2
Euplectes orix,2
Turdus cardis,2
Cymatosira belgica,2
Taxus philomelos,2
Cyanopica cyanus,2
Polyplectron bicalcaratum,2
Eulamprus quoyii,2
Martes foina,2
Neolamprologus pulcher,2
Loxia scotica,2
Stachyridopsis ruficeps,2
Tetraophasis szechenyii,2
Cyanocitta cristata,2
Uria aalge,2
Cicindela hybrida,2
Tribolium castenatum,2
Acrocephalus dumetorum,2
Taxidea taxus,2
Turdus torquatus,2
Clupea harengus,2
P. circumflexum,2
Urosaurus ornatus,2
Rhagades pruni,2
Corvus optatus,2
Erythema migrans,2
Hypisipetes amaurotis,2
Ilyocypris gibba,2
Anas acuta,2
Urocitellus armatus,2
Chamaeleo calyptratus,2
Sceloporus occidentalis,2
Acrocephalus arundinaceus,2
Falco sparverius,2
Opheroptera brumata,2
Motacilla flava,2
Elatine hydropiper,2
Lagopus muta,2
Urocitellus columbianus,2
Aquila chrysaetos,2
Lynx canadensis,2
Cx. quinquefasciatus,2
Garrulax perspicillatus,2
Ixodes frontalis,2
Carabus intricatus,2
Zygaena sarpedon,2
Helianthus annuus,2
Harmonia axyridis,2
Diomedea melanogaster,2
Cavia porcellus,2
Delichon urbicum,2
Eptesicus serotinus,2
Peromyscus leucopus,2
Calamospiza melanocorys,2
Locustella naevia,2
Macaca mulatta,2
Lutra lutra,2
Anas crecca,2
Plasmodium falciparum,2
Cardinalis cardinalis,2
Gryllus firmus,2
Fulvetta ruficapilla,2
Campylorhynchus brunneicapillus,2
Hyla arborea,2
Alosa fallax,2
Mustela putorius,2
Ochlerotatus tarsicola,2
Emberiza cirlus,2
Trypanosoma avium,2
Anaplasma phagocytophilum,2
Hypisipetes minutus,2
Zygaena ephialtes,2
Tetrastes bonasia,2
Larus fuscus,2
Acer campestre,2
Salmo trutta,2
Psittacula krameri,2
Megalaima franklinii,2
Passerina cyanea,2
Orcinus orca,2
Quercus pubescens,2
Elatine turgida,2
Cedrus deodara,2
Pomatorhinus ruficollis,2
Oenanthe leucura,2
Acipenser sturio,2
Clamator glandarius,2
Adalia bipunctata,2
Hippolais icterina,2
Sorghum bicolor,2
Bubulcus ibis,2
Paralia sulcata,2
Babax koslowi,2
Bufo bufo,2
Megachile sculpturalis,2
Pericrocotus ethologus,2
Oc. cantans,2
Agelaius phoeniceus,2
Eremophila alpestris,2
Castor fiber,2
Lagopus lagopus,2
Contracaecum rudolphii,2
Parus destructans,2
Zosterops palpebrosus,2
Cavia japonica,2
Ochotona princeps,2
Pogona vitticeps,2
Ceratophyllus ciliatus,2
Heterophasia capistrata,2
Sylvia nisoria,2
Andricus lignicolus,2
Andricus kollari,2
Moupinia poecilotis,2
Rhipicephalus helvetica,2
Asio flammeus,1
Search parameters,1
Agelastica alni,1
Pisidium clessini,1
Ae. koreicus,1
Rhinella temporaria,1
Cynanthus latirostris,1
Myotis nattereri,1
Larus delawarensis,1
Arctocephalus gazelle,1
Melanotaenia australis,1
Quercus robar,1
Sturnis vulgaris,1
Lankesterella valsainensis,1
Cynips quercusfolii,1
Chasiempis ibidis,1
Clock gene,1
Battus philenor,1
Stellula calliope,1
Larus melanocephalus,1
Rhoicosphenia arvalis,1
Phylloscopus reguloides,1
Cyclotella striata,1
Mimus trifasciatus,1
Austrofundulus limnaeus,1
Otospermophilus beecheyi,1
Mycteriaa mericana,1
P. major,1
Amazilia violiceps,1
Francisella tularensis,1
Lidera neesina,1
Poecile montana,1
Dicamptodon tenebrosus,1
Ovis dalli,1
Pycnonotus jocosus,1
Alosa anguilla,1
Cardiofilaria pavlovskyi,1
Haliaetus albicilla,1
Pycnonotus taivanus,1
Aegypius monachus,1
Prinia atrogularis,1
Parus domesticus,1
Phylloscopus hainanus,1
Pituophis melanoleucus,1
Alaemon alaudipes,1
Harmonia pachinus,1
Phylloscopus occipitalis,1
Neomys fodiens,1
Culiseta annulata,1
Osmoderma eremita,1
Phrynosoma modestum,1
Tetrao mlokosiewiczi,1
Andricus solitarius,1
Nitzschia tryblionella,1
Calathus erratus,1
Megaceryle lugubris,1
Aegithalos morrisonia,1
Parus holsti,1
Ixodes unicavatus,1
Sarscypridopsis aculeata,1
Hydropsyche contubernalis,1
Paxillus involutus,1
Quercus petrea,1
Lynx lynx,1
Pavo cristatus,1
Graphis scripta,1
Anthus campestris,1
Oc. communis,1
Cyprideis torosa,1
Limnobaris pilistriata,1
Oncorrhynchus tshawytscha,1
Lanius meridionalis,1
Neuroterus anthracinus,1
Holoptelea integrefolia,1
Mustela nivalis,1
Natrix maura,1
Picea smithiana,1
Oc. punctor,1
Gastrallus immarginatus,1
Radix balthica,1
Octodon degus,1
Lepus townsendii,1
Anser erythropus,1
Hordeum vulgare,1
Alophoixus flaveolus,1
Prunus spinosa,1
Garrulax lineatus,1
Parus xanthogenys,1
Ficedula spp,1
F. tularensis,1
Arctia bipunctata,1
Gryllus pennsylvanicus,1
Vulpes lagopus,1
Artemia tibetiana,1
Platichthys flesus,1
Physeter macrocephalus,1
Progne relictum,1
Apis mellifera,1
Parus davidi,1
Arborophila crudigularis,1
Sciurus vulgaris,1
Neomys newtoni,1
J. hyemalis,1
B. burgdorferi,1
Myophonus caeruleus,1
Ithaginis cruentus,1
Phoeniconaias minor,1
Phylloscopus sibilatrix,1
Cepphus grylle,1
Callithrix jacchus,1
Haemoproteus belopolyskyi,1
Genista baetica,1
Acer rubrum,1
Tachybaptus ruficollis,1
Synaptomys cooperi,1
Arundinaria falcata,1
Urocissa caerulea,1
Dendrocops medius,1
Calidris maritima,1
Ceratophyllus celsus,1
Haemonchus placei,1
Ammodramus caudacutus,1
Loxia leucoptera,1
Nyssa sylvatica,1
Azolla normanii,1
Merops bullockoides,1
Carpinus caroliniana,1
Garrulax morrisonianus,1
Cymatosira glaucum,1
Ramphocelus carbo,1
Bradypterus alishannensis,1
Campylorhynchus rufinucha,1
Emberiza citronella,1
Progne subis,1
Platanus occidentalis,1
Aethionema arabicum,1
Paradoxornis emeienses,1
Loricera pilicornis,1
Taraxacum officinale,1
Gryllus bimaculatus,1
Lonchura punctulata,1
Cx. neavei,1
Setophaga caerulescenes,1
Halcyon smyrenensis,1
Borrelia recurrentis,1
Plasmodium ashfordi,1
Tamias quadrivittatus,1
Delichon urbica,1
Melophus lathami,1
Luscinia megarhynchos,1
Zonotrichia capensis,1
B. calamita,1
Calypte anna,1
Sophora japonica,1
Haemoproteus belopolskyi,1
Dendroica caerulescens,1
Rhinolophus ferrumequinum,1
Mustela frenata,1
Carduelis flavirostris,1
Fragilaria brevistriata,1
Proteus morganii,1
Transberingia bursifolia,1
Neogobius melanostomus,1
Petromyzon marinus,1
Calidris canutus,1
Harmonia timareta,1
Leucocytozoon majoris,1
Podarcis lilfordi,1
Tetraogallus caucasicus,1
Phylloscopus fuscatus,1
Zygaena cynarae,1
Norops sagrei,1
Phosphuga atrata,1
Juniperus communis,1
Cytisus galianoi,1
Aethopyga nipalensis,1
Brachypteryx leucophrys,1
Culex univittatus,1
Anthus trivialis,1
Setophaga dominica,1
Ficedula hypolueca,1
Mergellus albellus,1
Capsella grandiflora,1
Thryothorus ludovicianus,1
Neomysis integer,1
Nyctea scandiaca,1
Agabus bipustulatus,1
Agalychnis saltator,1
Rana arvalis,1
Coturnix chinensis,1
Cicindela campestris,1
Myotis bechsteinii,1
Warming behaviour,1
Motacilla cinerea,1
Additional parameters,1
Fycedula hypoleuca,1
Oulimnius gracilis,1
Gyromitra esculenta,1
Borreliae burgdorferi,1
Phalaropus tricolor,1
Pardosa purbeckensis,1
Zygaena occitanica,1
Pinus wallichiana,1
Plecotus auritus,1
Onchocerca suzukii,1
Rhysodes sulcatus,1
Bubo scandiaca,1
Cepaea nemoralis,1
Aegypius albifrons,1
Garrulax striatus,1
Macaca fuscata,1
Oc. rusticus,1
Salmonella enterica,1
Sylvia cantillans,1
Carabus hortensis,1
Drosophila robusta,1
Pomatorhinus monticolus,1
Caenorhabditis briggsae,1
Castanopsis eyrei,1
Orthotomus sutorius,1
Cerambyx cerdo,1
Acacia callidryas,1
Prosimulium nigripes,1
Riparia diluta,1
Tarsiger johnstoniae,1
Agelenopsis pennsylvanica,1
Pinus contorta,1
Lepidodactylus lugubris,1
Accipiter brevipes,1
Myotis septentrionalis,1
Euglena gracilis,1
Senecio inaequidens,1
Solea solea,1
Coelostoma orbiculare,1
Buteo platypterus,1
Canus latrans,1
Charadrius alexandrinus,1
Cettia flavolivacea,1
Alouatta pigra,1
Aegypius fabalis,1
Girella laevifrons,1
A. concinnus,1
Streptopelia turtur,1
Flourensia cernua,1
Strix nebularia,1
Phragmites communis,1
Pterostichus lepidus,1
E. elegans,1
Garrulax caerulatus,1
Ammospiza maritima,1
Pararge aegeria,1
Corvus mellori,1
Sparassis crispa,1
Bufo marinus,1
Tail length,1
Amanita phalloides,1
J. p,1
Falco eleonorae,1
Wing area,1
Tortrix viridana,1
Ornithodoros maritimus,1
Anas carolinensis,1
Epithemia turgida,1
Saxicola ferrea,1
Borrelia microti,1
Parus guineensis,1
Carduelis pinus,1
Astrochelys radiata,1
Syrmaticus mikado,1
Pinus nigra,1
Pusa hispida,1
Toxostoma curvirostre,1
Populus trichocarpa,1
Pitangus sulphuratus,1
Ficedula superciliaris,1
Oriolus traillii,1
Actinodura morrisoniana,1
Perdix perdix,1
Tipula montana,1
Melozone aberti,1
Cisticola juncidis,1
Chamaea fasciata,1
Alectoris rufipectus,1
Phylloscopus ricketti,1
Parus cincta,1
Rhinella ornata,1
Limnocythere inopinata,1
Hyalomma rufipes,1
Carabus nitens,1
Culex neavei,1
Ursus americanus,1
Geospiza scandens,1
Ectopistes migratorius,1
Pyrrhocorax pyrrhocorax,1
Cygnus nipponica,1
Eugenes fulgens,1
Cynops pyrrhogaster,1
Betula pubescens,1
An. plumbeus,1
Cocconeis placentula,1
Chlorocebus pygerythrus,1
Vaccinium myrtillus,1
Ptynoprogne rupestris,1
Zenaida asiatica,1
Porites lobata,1
Lawsonia intracellularis,1
Ae. japonicus,1
Avesaonchotheca blomei,1
Lotus corniculatus,1
Aphidius ervi,1
Anser fabalis,1
Adelocera murina,1
Cercidiphyllum japonicum,1
Ae. cinereus,1
B. valaisiana,1
Motacilla citreola,1
Demographic categories,1
Ericameria nauseosa,1
Charadrius vociferus,1
Borrelia duttonii,1
Betula spp,1
Alligator sinensis,1
Galaxea fascicularis,1
Halichoerus grypus,1
Phylloscopus xanthoschistos,1
Oxyura leucocephala,1
Mustela furo,1
Dendrocopos leucotos,1
Ancylus fluviatilis,1
Halobaena caerulea,1
Culex modestus,1
Cx. australicus,1
Dascillus cervinus,1
Phalacrocorax carbo,1
Cercopithifilaria rugosicauda,1
Pseudotsuga menziesii,1
Thamnophis sirtalis,1
Sitta tephronota,1
Schistocerca gregaria,1
Camprimulgus europaeus,1
Turdoides squamiceps,1
Phrynosoma coronatum,1
Phylloscopus cantator,1
Scolytus scolytus,1
Oncomelania hupensis,1
Anser albifrons,1
Myodes rufocanus,1
Phoenicurus leucocephalus,1
Sylvilagus nuttallii,1
Wuchereria bancrofti,1
Solid lines,1
Rhoicosphenia elongatus,1
Mycelis muralis,1
Lucanus cervus,1
Dendrocopos medius,1
Onchocerca flexuosa,1
Lophophorus sclateri,1
Selasphorus calliope,1
Ixodes caledonicus,1
Notiosorex crawfordi,1
Rana draytonii,1
Spheniscus humboldt,1
Hippopotamus amphibius,1
Borrelia crocidurae,1
Phalacrus caricis,1
Dorcus parallelopipedus,1
Agama planiceps,1
Urocissa erythrorhyncha,1
Arborophila ardens,1
Manorina flavigula,1
Pluvialis squatarola,1
Stachyris ruficeps,1
Sterna sandvicensis,1
S. atricapilla,1
Macroplea sylvanus,1
Thalassiosira excentrica,1
Turdus spp,1
Ischnura elegans,1
Phenological variables,1
Lankesterella minima,1
Mirounga angustirostris,1
Ranitomeya imitator,1
Ctenophorous pictus,1
Pyrrhocoris apterus,1
Quelea quelea,1
Oceanodroma monteiroi,1
Pitta nipalensis,1
Lampetra fluviatilis,1
Circus aeruginosus,1
Tribolium castaneum,1
Bombus terrestris,1
Xenopus laevis,1
Streptopelia risoria,1
Parus auritus,1
Borysthenia naticina,1
Accipter nisus,1
Ixodes pari,1
Salmandra salamandra,1
Cocconeis pediculus,1
Ursus spelaeus,1
Cerorhinca monocerata,1
Lonicera arborea,1
Carabus arcensis,1
Valgus hemipterus,1
Buteo extimus,1
Cymatosira pediculus,1
Loxia pytyopsittacus,1
Lacerta viridis,1
Anolis sagrei,1
A. nova,1
Cutia nipalensis,1
Anopheles maculipennis,1
Carpodacus erythrinus,1
E. chrysophrys,1
Lynx rufus,1
Notechis scutatus,1
Lampetra ramada,1
Picea mariana,1
Macroplea appendiculata,1
Bill depth,1
Fratercula arctica,1
Centrocercus urophasianus,1
Cervus burnetii,1
Surnia ulula,1
Aythya marila,1
Foraging rate,1
C. caeruleus,1
Ibidoryncha struthersii,1
Crucihimalaya grandiflora,1
Pinus taeda,1
Heterosperma pinnatum,1
Ploceus velatus,1
Natrix tessellata,1
E. citrinella,1
Calving date,1
Silpha tristis,1
Cyanistes chloris,1
Gryllus texensis,1
Coragyps atratus,1
Turdoides bicolor,1
Anthus petrosus,1
Yuhina flavicollis,1
Babesia turdi,1
Corvus corvus,1
Puffinus yelkouan,1
Chersophilus duponti,1
Cardamine hirsuta,1
Somateria spp,1
Alnus nepalenis,1
Seicercus whistleri,1
Trifolium repens,1
Valvata hemipterus,1
Pygoscelis adelie,1
Rhinopithecus roxellana,1
Circus cyaneus,1
Cygnus cygnus,1
Cantharellus cibarius,1
Schrenkiella parvula,1
Phodopus sungorus,1
Harpactes erythrocephalus,1
Cinclus mexicanus,1
Oulimnius tuberculatus,1
Hyalomma aegyptium,1
Tarsiger rufilatus,1
Rallus aquaticus,1
Borrelia garinii,1
Cinclodes fuscus,1
Hydrobius fuscipes,1
Brachypodium hybridum,1
Culex univitattus,1
Buteo swainsoni,1
Lutzia vorax,1
Sitta europea,1
Haemoproteus payevskyi,1
Euterpe edulis,1
Bombycilla cedrorum,1
Tibiotarsus length,1
Dalbergia sisoo,1
Ammophila breviligulata,1
Vachellia welwitschii,1
Turdus grayi,1
Ixodes uriae,1
Trichoglossus haematodus,1
Certhia discolor,1
Ficedula hyperythra,1
Macronychus quadrituberculatus,1
Garrulax canorus,1
Garrulax formosus,1
Chrysothamnus viscidiflorus,1
Rhododendron nitidulum,1
Larosterna inca,1
Locustella amnicola,1
Seicercus affinis,1
Bauhinia variegata,1
Pterophyllum scalare,1
Camarhynchus spp,1
Larus cachinnans,1
Passer hispaniolensis,1
Plasmodium polare,1
Sarcophilus harrisii,1
Eumyias thalassina,1
Parus merula,1
Buteo elegans,1
Oeciacus vicarious,1
Acanthis flammea,1
Cuculus optatus,1
A. tripartita,1
Peringia ulvae,1
Wing loading,1
Asio otus,1
Kryptolebias marmoratus,1
Eidemanniella pellucida,1
Anaplasma marginale,1
Cinclus pallasi,1
Actinocyclus normanii,1
Arabis brevicaulis,1
Eupatorium cannabinum,1
Rosmarinus officinalis,1
Stenoscelis submuricatus,1
Borrelia hermsii,1
Urtcica dioica,1
Gryllus gallus,1
Ceratophyllus idius,1
Clutch size,1
Passer italiae,1
Vestiaria coccinea,1
Sitta whiteheadi,1
Acer pseudoplatanu,1
Rhoicosphenia curvata,1
Amphiprion melanopus,1
Corvus japonica,1
Culex culex,1
Eubalaena glacialis,1
Capsella rubella,1
Vanellus duvaucelli,1
Tadarida brasiliensis,1
Euplectes macrourus,1
Nitzschia tessellata,1
Garrulax affinis,1
Euterpe minor,1
Solanum tuberosum,1
Acartia tonsa,1
U. stansburiana,1
Corapipo altera,1
Lophura swinhoii,1
Stachyridopsis semitorques,1
Emberiza koslowi,1
Crataegus monogyna,1
Zosterops lateralis,1
Nesoenas mayeri,1
Psarocolius montezuma,1
Platynus ruficornis,1
Quiscalus mexicanus,1
Pinus halepensis,1
Dendrocopos minor,1
Anopheles claviger,1
Glycine veletis,1
Phalaris aquatic,1
Ploceus capensis,1
Erigone atra,1
Naja nivea,1
H. minutus,1
Mimus polyglottos,1
Ae. monachus,1
Haliaeetus albicilla,1
Cichlasoma archocentrus,1
Eurytemora affinis,1
Tanysphyrus lemnae,1
Prionus coriarius,1
Mycobacterium bovis,1
Alnus nepalensis,1
Donacia cinerea,1
