binomial,count
Picea pungens,2
Esox lucius,2
Acacia mearnsii,2
Calocedrus decurrens,2
Argiope radon,2
An. gambiae,2
Mepraia parapatrica,2
Hemilepistus reaumurii,2
Pedicularis palustris,2
Mitu tuberosum,2
Cognitive bias,2
Citrus clementina,2
Pinus banksiana,2
Pelecanus thagus,2
Agave gentryi,2
Betula nana,2
Ixodes ricinus,2
Canis lupus,2
Pedicularis oederi,2
Pinus lambertiana,2
Picea engelmannii,2
Ctenopharyngodon idellus,2
Cinnamomum camphora,2
Ophiostoma canum,2
Hymenoscyphus fraxineus,2
Pomacentrus wardi,2
Stephanomeria monocephala,2
Strix aluco,2
Data accessibility,2
Cypripedium calceolus,2
Arbusular mucro,2
Galaxias maculatus,2
Poecilia amboinensis,2
Ephedra compacta,2
Quercus cerris,2
Vitis rupestris,2
Pteroglossus azara,2
Marcusenius victoria,2
Maccullochella macquariensis,2
Porcellio scaber,2
Bidyanus bidyanus,2
Oenanthe oenanthe,2
Mesocricetus auratus,2
Citrus reticulata,2
Pinus contorta,2
Novel scenarios,2
Ursus maritimus,2
Ranunculus glacialis,2
Carex capillaris,2
Agave asperrima,2
Anopheles atroparvus,1
Eubalaena australis,1
Selaginella asprella,1
Pinus albicaulis,1
Solea solea,1
Picoides pubescens,1
Dryophytes suweonensis,1
Pygoscelis papua,1
Leptinotarsa decemlineata,1
Carex flava,1
Food utilization,1
Aurelia aurita,1
Cypripedium kentuckiense,1
Saussurea alpina,1
Manihot esculenta,1
Sclerocarya birrea,1
Alternaria alternata,1
Heterotheca viscida,1
Myriopteris wootonii,1
L. purpurea,1
Puccinellia maritima,1
Falco sparverius,1
Rhododendron confertissimum,1
Ambassis agassizii,1
Sporobolus virginicus,1
Phaseolus lunatus,1
Osteopilus septentrionalis,1
Amaranthus caudatus,1
Pomacentrus moluccensis,1
Cedrela odorata,1
Eubucco tucinkae,1
Gobiosoma bosc,1
Cenchrus clandestinus,1
Pinus monticola,1
Lolium perenne,1
Elaeis guineensis,1
Actinidia deliciosa,1
Trichostrongylus colubriformis,1
Myiozetetes cayanensis,1
Vitis berlandieri,1
Mustela ermine,1
R. conorii,1
Chrysaora quinquecirrha,1
Pinus monophylla,1
Fundulus heteroclitus,1
Dactylorhiza lapponica,1
Teclea simplicifolia,1
Aptenodytes forsteri,1
Diprion pini,1
Vitis arizonica,1
Amphiprion melanopus,1
Misgurnus anguillicaudatus,1
Haemulon plumieri,1
Anolis lineatopus,1
Lupinus nootkatensis,1
Rana temporaria,1
Pomacentrus amboinensis,1
Schoenus alpina,1
Elephas maximus,1
Carex atrofusca,1
Data availability,1
Citrus reshni,1
Cardellina canadensis,1
Pagothenia borchgrevinki,1
Lithobates pipiens,1
Saussurea stipulate,1
Eleusine indica,1
Pseudocalanus elongatus,1
Dodonea viscosa,1
Spinus psaltria,1
Oryctolagus cuniculus,1
Pygoscelis antarcticus,1
Agave lechuguilla,1
Sphyrapicus thyroideus,1
Phytophthora major,1
Phytophthora cinnamomic,1
Porcellionides pruinosus,1
Argania spinosa,1
Steatornis caripensis,1
Batrachochytrium salamandrivorans,1
Heliocidaris crassipina,1
Quercus variabilis,1
Leuconotopicus borealis,1
Lymantria monacha,1
Hunnemannia fumariifolia,1
Bufo periglenes,1
Ictidomys tridecemlineatus,1
Sarcocornia quinqueflora,1
Triticum aestivum,1
Very severe,1
Fagus sylvatica,1
Tillia americana,1
Tsuga mertensiana,1
Silene acaulis,1
Schoenoplectus americanus,1
Lynx lynx,1
Lablab purpureus,1
Crocodylus porosus,1
Picoides dorsalis,1
Agave salmiana,1
Diaixis pygmoea,1
Vitis labrusca,1
Bryum pseudotriquetrum,1
Hylatomus pileatus,1
Juncus roemerianus,1
Ovibos moschatus,1
Leucaena leucocephala,1
Ascaris suum,1
T. circumcincta,1
Avicennia marina,1
Setophaga ruticilla,1
Dendroctonus rufipennis,1
Plectropomus leopardus,1
Canavalia ensiformis,1
Lampropholis delicate,1
Narthecium ossifragum,1
Picoides albolarvatus,1
Extremely unconcerned,1
Octodon degus,1
Vitis amurensis,1
Lasius neglectus,1
Food availability,1
Gentianella praecox,1
Porcellio laevis,1
Parnassius apollo,1
Tragelapphus scriptus,1
Olea europea,1
Kobresia simpliciuscula,1
Trichophorum cespitosum,1
Mytilus galloprovincialis,1
Pygoscelis adeliae,1
Bactrocera oleae,1
Carya cordiformis,1
Ctenocalanus vanus,1
Apis mellifera,1
Phalacrocorax atriceps,1
Armadillidium zenckeri,1
Ophiostoma novoulmi,1
Leptinotarsa muta,1
Metaan dl,1
Faidherbia albida,1
Poecilia moluccensis,1
Melanerpes carolinus,1
M. musculus,1
Lapatia dubia,1
Hydropotes inermis,1
Hymenoscyphus albidus,1
Carollia perspicillata,1
Citrus jambhiri,1
Microtus levis,1
Enterobacter cloacae,1
Stephanomeria pulvinatus,1
Molothrus ater,1
Ilex paraguariensis,1
Anaxyrus americanus,1
Citrus micrantha,1
N. intonsa,1
Acer rubrum,1
Lithobates sylvaticus,1
Osmerus mordax,1
Engraulis encrasicolus,1
Extremely liberal,1
Trogon personatus,1
Leptonycteris spp,1
Armadillidium lymberakisi,1
Morone saxatilis,1
Locusta migratoria,1
E. recondita,1
Glycine max,1
Betula alleghaniensis,1
Dendrocoris contaminates,1
Scale interactions,1
Colaptes auratus,1
Trichophorum alpinum,1
Hypseleotris klunzigeri,1
Betula pseudotriquetrum,1
Model testing,1
Mesoniscus graniger,1
Rhododendron redowskianum,1
Uria lomvia,1
Carassius carassius,1
Dipsosaurus dorsalis,1
Palinurus elephas,1
Atlantoscia floridana,1
Jatropha curcas,1
Dicksonia sellowiana,1
Current climate,1
Leptographium sinense,1
Argyroxiphium sandwicense,1
Canis latrans,1
Zimmerius gracilipes,1
Sphyrapicus varius,1
Betula papyrifera,1
Hyla uranochroa,1
Patagioenas fasciata,1
Aratinga leucophthalma,1
Tefillarca granosa,1
Discrete events,1
Cyanistes caeruleus,1
Food insecurity,1
Ixodes pacificus,1
Salix herbacea,1
Falco mexicanus,1
Capreolus capreolus,1
Crepis paludosa,1
Triatoma infestans,1
Camplyohynchus brunneicapillus,1
Hylocichla mustelina,1
Macquaria novemaculeata,1
Phytophthora sungorus,1
Trapelus pallida,1
Heterotheca martirensis,1
Tandanus tandanus,1
Bootettix argentatus,1
Muscadina rotundifolia,1
Araucaria angistifolia,1
Thaumetopoea pityocampa,1
Historical climate,1
Phyllotis darwini,1
Philypnodon macrostomus,1
Accipter striatus,1
Fouquieria shrevei,1
Pinus uncinata,1
Carex stellatum,1
Nephila senegalensis,1
Borrelia recurrentis,1
Tenebrio molitor,1
Quercus pubescens,1
Sedum niveum,1
Salix myrsinifolia,1
Quercus gambelii,1
Carex pulicaris,1
Cinclidium stygium,1
Sphaeromeria martirensis,1
Betula ermanii,1
Leucophyllum laevigatus,1
Scirpus maritimus,1
Data quality,1
Microcerculus ustulatus,1
Melanerpes erythrocephalus,1
Haloxylon persicum,1
Brachydanio rerio,1
Sphyrapicus nuchalis,1
Scomberomorus niphonius,1
Pinus sabiniana,1
Carissa spinarum,1
Agave horrida,1
Fissidens adianthoides,1
Cornus nuttallii,1
Acropora tenuis,1
Melanerpes formicivorus,1
Candida auris,1
Heterotheca jonesii,1
Phragmites australis,1
Quercus robur,1
Meparaia gajardoi,1
Thraupis bonariensis,1
Plasmodium vivax,1
Citrus limon,1
Dendrolimus pini,1
Carex microglochin,1
Agave striata,1
Picea mariana,1
Continued government,1
E. chilensis,1
Andigena hypoglauca,1
Somateria mollissima,1
Cryptocarya concinna,1
Penilia avirostris,1
Arachis hypogaea,1
Holcus lanatus,1
Leuconotopicus villosus,1
Macquaria ambigua,1
Poecilia reticulata,1
Pinus taeda,1
Porcellium collicola,1
Martes americana,1
Eragrostis tef,1
Moringa oleifera,1
Lymantria sinense,1
Acer saccharum,1
Citrus aurantifolia,1
Abies magnifica,1
Chenopodium quinoa,1
Deschampsia rufipennis,1
Tamiasciurus hudsonicus,1
Scirpus olneyi,1
Pica pica,1
Ramphastos tucanus,1
Nephila clavipes,1
Aedes albopictus,1
Brassica oleracea,1
Dactylorhiza incarnata,1
Potentilla wheeleri,1
Panicum hemitomon,1
Carassius idellus,1
Crassostrea gigas,1
Balaenoptera physalus,1
Thunnus albacares,1
Myotis bechsteinii,1
Dryas octopetala,1
Pygoscelis antarctica,1
Chrysopsis brandegeei,1
Roraimia adusta,1
Philypnodon grandiceps,1
Neosilurus hyrtlii,1
Cypripedium dickensonianum,1
Balaenoptera bonaerensis,1
Sardina pilchardus,1
Berberis trifoliata,1
Berberis trifolilata,1
Eremophila alpestris,1
Limnodynastes peronei,1
Puumala virus,1
Ligidium cycladicum,1
Zenaida macroura,1
Dryobates scalaris,1
Stenotus pulvinatus,1
Phodopus sungorus,1
Citrus aurantium,1
Dryophytes japonicus,1
Notophthalmus viridescens,1
Leishmania infantum,1
Maytenus aquifolia,1
Citrus amblycarpa,1
Citrus unshiu,1
Egretta garzetta,1
Edrotes ventricosus,1
Ephedra distachya,1
Pinus jeffreyi,1
Cirsium vulgare,1
Camelus ferus,1
Lymantria wushanense,1
Alternaria thaliana,1
Lagopus lagopus,1
Euphausia superba,1
Thunnus pallida,1
Platyarthrus schoblii,1
Equisetum variegatum,1
Picoides arcticus,1
Sardinella maderensis,1
Pachnoda marginata,1
Lepus americanus,1
Panthera uncia,1
Eucalyptus camaldulensis,1
Melenerpes aurifrons,1
Engraulis japonicus,1
Pteroglossus castanotis,1
Leptographium wushanense,1
Drosophila melanogaster,1
Ovies aries,1
Ascaris lumbricoides,1
Gulo gulo,1
Ochotona princeps,1
Mytilus californianus,1
Myzus persicae,1
Cyclorana alboguttata,1
Oryza sativa,1
Cyprinus carpio,1
Thalictrum alpinum,1
Clausocalanus spp,1
Sagittaria falcata,1
Posidonia oceanica,1
Ursus arctos,1
E. iquiquensis,1
Parus caeruleus,1
Panulirus cygnus,1
Balaenoptera musculus,1
Scytothalia dorycarpa,1
Vitis riparia,1
Klebsiella pneumoniae,1
Ailuropoda melanoleuca,1
