funders,count
Bundesministerium für Bildung und Forschung,1
Canadian Armed Forces,1
Inter-American Development Bank,1
Northeastern University,,1
National Assembly,1
University of Canterbury,,1
East China University of Science and Technology,,1
University of Notre Dame.,1
Kaiser Permanente,1
Division of Environmental Biology,1
New England Biolabs,1
Georgetown University,,1
European Space Agency;,1
Fudan University,,1
University of Western Australia.,1
Université de Lorraine,1
Cranfield University.,1
Griffith University;,1
World Wildlife Fund.,1
Ningxia University,,1
Public Health Institute,1
Kenya Agricultural Research Institute.,1
Iowa State University,,1
North Carolina State University,1
Duke University,1
"University of Hawai'i",1
Oregon State University.,1
Ministerio de Economía y Competitividad,1
Oregon State University,,1
American Anthropological Association,,1
Technische Universität Berlin,,1
Montana State University,1
University of Dundee,1
Imperial College London,1
East China Normal University,1
Johns Hopkins Bloomberg School of Public Health,,1
University of Guelph,,1
American Academy of Dermatology,1
U.S. Fish and Wildlife Service.,1
Aix-Marseille Université,,1
Health Canada,,1
University of Waterloo,,1
American Psychiatric Association,1
American Psychological Association,,1
Health Canada.,1
Universitat Jaume I.,1
Universidade de São Paulo;,1
David and Lucile Packard Foundation,,1
Charles Sturt University,1
U.S. Census Bureau,1
Maine Sea Grant, University of Maine,1
Michigan State University,,1
University of Washington,,1
Universitat Jaume I,,1
National Aeronautics and Space Administration,,1
Smithsonian Institution,1
Fundação de Amparo à Pesquisa do Estado de Goiás,1
University of Illinois at Urbana-Champaign;,1
Kyungpook National University,,1
University of Arkansas,1
Oak Ridge National Laboratory,,1
Université du Québec à Rimouski,1
Universidade Federal do Pará,,1
Utrecht University,1
Louisiana Department of Wildlife and Fisheries,1
Massachusetts Institute of Technology,1
European Centre for Disease Prevention and Control,1
University of New Hampshire,1
University of Cape Town,,1
Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,1
Universidad de Concepción,1
Inner Mongolia Autonomous Region,,1
Office of Research and Development,,1
Australian National University.,1
Academy of Science of South Africa.,1
Australian Museum;,1
Université Paris-Saclay,,1
Universiti Kebangsaan Malaysia,,1
Office of Science,1
Marine Biological Association,1
Cardiff University,1
Columbia University.,1
U.S. Department of Energy,1
Columbia University,,1
Met Office,,1
Flinders University,,1
National Health and Medical Research Council,1
Russian Foundation for Basic Research,1
Columbia University;,1
Australian Museum.,1
Florida International University,1
Bowling Green State University,,1
University of Canberra,1
Yeungnam University,,1
Universidade Estadual de Campinas.,1
University of Tsukuba,1
Universidad Nacional Autónoma de México,1
Department of Families, Housing, Community Services and Indigenous Affairs,1
University of Tasmania,,1
U.S. Environmental Protection Agency,1
National Science Foundation,,1
Colorado State University,1
Inner Mongolia University,,1
American Sociological Association,1
University of Tasmania;,1
Universidad Autónoma de Nuevo León,1
Environmental Systems Research Institute,,1
University of Northern British Columbia,,1
Woods Hole Oceanographic Institution,1
Brookhaven National Laboratory,1
Universidade Estadual de Campinas,1
Royal Society.,1
China Geological Survey,1
Universidade Federal do Pará,1
VU University Amsterdam,1
Benemérita Universidad Autónoma de Puebla,1
South African Medical Research Council,1
Sunchon National University,1
University of New South Wales;,1
Generalitat de Catalunya,1
Dalhousie University,1
European Parliament,1
World Bank Group.,1
Health Psychology,1
Northern Arizona University,,1
American Meteorological Society;,1
Centers for Disease Control and Prevention,,1
Office of Science,,1
Stockholm Environment Institute,1
Leona M. and Harry B. Helmsley Charitable Trust,,1
National Bureau of Statistics of China,1
American Geophysical Union.,1
Universidade de Vigo,,1
Northeastern University,1
Sprint,1
University of Exeter,,1
Ateneo de Manila University,1
Hallym University,,1
Desert Research Institute,1
University of Technology Sydney,,1
Ministry of Higher Education,,1
Natural Resources Conservation Service,1
Federación Española de Enfermedades Raras,1
University of New South Wales,1
Korea Meteorological Administration,,1
Australian Research Council.,1
Ministerio de Economía, Fomento y Turismo,1
Queensland Government,1
Chonbuk National University,1
Zhengzhou University,,1
Science and Technology Development Fund,1
U.S. Department of Transportation,1
Hunan University.,1
Universidad Nacional de Colombia,1
National Commission for Science, Technology and Innovation,1
British Nutrition Foundation,1
University of Canberra,,1
University College Cork,,1
ArcticNet,1
Deakin University,,1
University of Reading,,1
Nankai University,,1
Universidade de São Paulo,1
American Statistical Association,,1
Newcastle University,,1
University of Pretoria,,1
Rural Development Administration,1
University of Pretoria.,1
University of Kansas,1
Department of Sustainability and Environment,1
Alcon,1
Ministry of Health;,1
Amazon Conservation Association,,1
Thermo Scientific,1
Universidade Federal de Santa Maria,1
Hokkaido University,,1
Food and Drug Administration,1
University of Alberta,,1
China Scholarship Council,1
Kaiser Permanente.,1
Cornell University,1
University of Texas MD Anderson Cancer Center,,1
Universidade Federal de Itajubá,1
Mayo Clinic,1
Ministry of Land, Infrastructure and Transport;,1
Fisheries Research and Development Corporation;,1
Nationwide,1
Tianjin University,1
Shell,1
National Oceanic and Atmospheric Administration;,1
National Centre for Groundwater Research and Training,1
Texas Parks and Wildlife Department,1
Coventry University,,1
Ministry of Environment.,1
Fisheries Research and Development Corporation.,1
Fundação para a Ciência e a Tecnologia,1
Nankai University,1
Universidade de Lisboa,,1
Water Research Commission,,1
American Anthropological Association;,1
Gordon and Betty Moore Foundation,,1
Ames Research Center,1
Chinese Academy of Agricultural Sciences,1
Ministry of Foreign Affairs,1
University of Hong Kong,,1
University of Texas Press.,1
Chinese University of Hong Kong,,1
National Center for Atmospheric Research,,1
National Academy of Sciences;,1
Wuhan University,1
Wonkwang University,1
Beijing Normal University.,1
DairyNZ,1
Charles Darwin University,,1
Eurostat,1
University of Southampton,,1
University of New Mexico,,1
University of Arizona,,1
California Energy Commission,1
Fukuoka University,,1
Newcastle University,1
Australian Institute of Nuclear Science and Engineering,,1
California State University,1
American Sociological Association;,1
University of Otago.,1
University of Victoria,,1
University of Exeter,1
University of Colorado, Boulder,,1
Trent University,,1
University of Colorado, Boulder.,1
University of Cambridge,,1
West Virginia University,,1
American Sociological Association,,1
Division of Environmental Biology.,1
North-West University,,1
Swansea University,,1
National Institute of Environmental Health Sciences,1
Biotieteiden ja Ympäristön Tutkimuksen Toimikunta,1
Provincial Health Services Authority,1
Pew Charitable Trusts,1
University of Southern California,1
Utrecht University,,1
California Department of Fish and Wildlife,,1
U.S. Bureau of Land Management,1
Fisheries and Oceans Canada,1
Simons Foundation,1
The Research Council,1
Institute for Advanced Study,1
Rockefeller Foundation,1
Shandong Province,,1
Ball State University,,1
Auckland University of Technology, New Zealand,1
University of Aberdeen,,1
Academia Sinica,,1
McGill University,,1
University of Michigan.,1
University of Wollongong,,1
Universidad de Costa Rica,,1
Flinders University,1
Edith Cowan University,1
Universidad de Granada,,1
American Society of Civil Engineers,,1
Health Research,,1
Michigan Department of Transportation,1
National Climate Change Adaptation Research Facility.,1
Lawrence Berkeley National Laboratory,,1
Pusan National University,1
U.S. Army,1
National Park Service.,1
American Anthropological Association,1
Agricultural Research Service,,1
Foreign Agricultural Service,1
University of Pretoria,1
University of Texas at Austin,1
National Research Foundation,,1
Colorado State University,,1
Natural Resources Canada,,1
